side,scouted_opponent,level,name,uses,games,poss_with_points,points,ppp,team_ppp,fgm,fga,fg_pct,fg3m,fg3a,turnovers,fouls_drawn,top_player,top_player_uses,series,top_action,top_location,top_location_uses,situation,personnel_grouping_mode,shot_clock_mode,game_situation_mode,defense_type_mode,example_titles,game_codes,possession_side
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Robert Hutson",3,1,3,3.0,1.0,0.92,0,1,0.0,0,0,1,1,Juan Madrigal,2,Motion / no set,Ball Screen,Right Side,2,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,BS RS-LH:M2M SWITCH | BS RS-LH : M2M PRESS- ICE | SPREAD- PAT MILLER- M2M PRESS,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",11,3,11,13.0,1.18,0.92,3,6,50.0,1,4,0,2,Gevon Grant,6,Motion / no set,Ball Screen,Left Side,1,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Gevon Grant | Zerrick Johnson | FLOW: M2M PRESS,AU@BEN BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Robert Hutson",5,1,5,3.0,0.6,0.92,1,3,33.3,0,1,0,1,Mekhi Doby,2,,,,0,Half court,5G,Early clock (0-9 sec used),Trailing by 10+,,Mekhi Doby | Jeffery Hillmer | Juan Madrigal,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",12,1,12,15.0,1.25,0.92,2,5,40.0,1,4,0,1,Zerrick Johnson,5,,,,0,Half court,5G,Early clock (0-9 sec used),Trailing by 10+,,Zerrick Johnson | Mekhi Doby | Gevon Grant,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Jeffery Hillmer, Larry Carthan, Robert Hutson, Zerrick Johnson",4,1,4,4.0,1.0,0.92,2,4,50.0,0,0,0,0,Gevon Grant,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Gevon Grant | Zerrick Johnson | Robert Hutson,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Juan Madrigal, Larry Carthan, Robert Hutson, Zerrick Johnson",2,1,2,0.0,0.0,0.92,0,1,0.0,0,0,1,0,Zerrick Johnson,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Zerrick Johnson,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",1,1,1,0.0,0.0,0.92,0,0,,0,0,0,0,Mekhi Doby,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Mekhi Doby,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping type,3G-1W-1B,39,3,39,34.0,0.87,0.92,10,26,38.5,2,8,6,5,Devon Richardson,12,BLOB,Curl,Right Side,2,Half court,3G-1W-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Devon Richardson | FLOW: M2M PRESS | Gevon Grant,AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping type,3G-2W,21,3,21,23.0,1.1,0.92,4,10,40.0,1,3,2,3,Larry Carthan,7,2-3,DHO,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,Larry Carthan | Gevon Grant | Juan Madrigal,AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping type,4G-1B,168,4,168,158.0,0.94,0.92,38,95,40.0,10,32,21,20,Devon Richardson,34,Motion / no set,Ball Screen,Left Side,4,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Gevon Grant | Devon Richardson | Zerrick Johnson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping type,4G-1W,120,4,120,108.0,0.9,0.92,21,59,35.6,6,21,15,18,Gevon Grant,24,Motion / no set,Ball Screen,Right Side,4,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Gevon Grant | Mekhi Doby | Robert Hutson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping type,5G,21,2,21,20.0,0.95,0.92,4,11,36.4,1,5,1,2,Mekhi Doby,5,SLOB,Ball Screen,Right Side,1,Half court,5G,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Mekhi Doby | Zerrick Johnson | Juan Madrigal,AU@BEN GUS@AU,Offense
Opponent,Aurora Spartans,Game situation,"Clutch (last 5 min, margin ≤ 8)",28,3,28,30.0,1.07,0.92,8,16,50.0,0,1,2,5,Juan Madrigal,9,Motion / no set,Double Drag,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Gevon Grant | Zerrick Johnson | Juan Madrigal,AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Game situation,Leading by 10+,3,1,3,4.0,1.33,0.92,0,0,,0,0,0,1,Gevon Grant,1,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Leading by 10+,,Gevon Grant | Bryden Gryzmala | Juan Madrigal,AU@NCC,Offense
Opponent,Aurora Spartans,Game situation,Trailing by 10+,70,2,70,57.0,0.81,0.92,8,35,22.9,2,20,4,11,Mekhi Doby,18,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Mekhi Doby | Zerrick Johnson | Juan Madrigal,AU@BEN GUS@AU,Offense
Opponent,Aurora Spartans,Shot clock,Early clock (0-9 sec used),291,4,291,281.0,0.97,0.92,60,144,41.7,15,50,37,42,Gevon Grant,59,Motion / no set,Ball Screen,Right Side,6,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Gevon Grant | Zerrick Johnson | Devon Richardson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Shot clock,Late clock (20+ sec used),26,4,26,25.0,0.96,0.92,8,17,47.1,2,7,4,4,Gevon Grant,6,SLOB,Ball Screen,Right Side,2,Half court,4G-1B,Late clock (20+ sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Gevon Grant | Devon Richardson | Jeffery Hillmer,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Shot clock,Organized offense (10-19 sec used),52,4,52,37.0,0.71,0.92,9,40,22.5,3,12,4,2,Zerrick Johnson,8,Motion / no set,Ball Screen,Left Side,3,Half court,4G-1B,Organized offense (10-19 sec used),Trailing by 10+,Man-to-Man,Juan Madrigal | Gevon Grant | Bryden Gryzmala,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Defense faced,Man-to-Man,56,1,52,45.0,0.87,0.92,12,29,41.4,4,12,18,8,Juan Madrigal,13,Motion / no set,Ball Screen,Right Side,9,Half court,3G-1W-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,FLOW: M2M PRESS | FLOW:M2M PRESS | FLOW: M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Ball screen coverage faced,Ice,7,1,7,6.0,0.86,0.92,1,5,20.0,1,2,1,1,Gevon Grant,2,Motion / no set,Ball Screen,Left Side,4,Half court,4G-1W,Organized offense (10-19 sec used),,Man-to-Man,BS LS-RH: M2M D-ICE | BS LS-REJECT: M2M D ICE | BS LS: M2M D- ICE,GUS@AU,Offense
Opponent,Aurora Spartans,Ball screen coverage faced,Switch,7,1,7,4.0,0.57,0.92,1,4,25.0,1,2,2,1,Gevon Grant,2,Motion / no set,Ball Screen,Right Side,4,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,SPREAD- HI BS LS-LH: M2M D- SWITCH | SLOB-SPREAD-INTO FLOPPY & BS RS: LH : M2M D & SWITCH | BS RS-LH:M2M SWITCH,GUS@AU,Offense
Opponent,Aurora Spartans,Ball screen coverage faced,Switch | Ice,2,1,2,2.0,1.0,0.92,0,1,0.0,0,1,0,1,Jeffery Hillmer,1,Motion / no set,Ball Screen,Left Side,1,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,Spread- BS LS- RH & BS RS-LH: M2M D-ICE 7 SWITCH | BSLS-RH & BSRS LH: M2M PRES- ICE& SWITCH,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,BLOB,7,1,7,9.0,1.29,0.94,3,6,50.0,1,1,0,1,Andrew Quam,3,BLOB,,,0,BLOB,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,RORA M2M- BLOB | RORA M2M-BLOB | RORA M2M D- BLOB,GUS@AU,Defense
Opponent,Aurora Spartans,Play call,Reject,21,1,18,19.0,1.06,0.94,7,12,58.3,1,2,4,4,Jake Schmitt,8,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,RORA M2M RJ PRESS | RORA M2M RJ PRES,GUS@AU,Defense
Opponent,Aurora Spartans,Play call,SLOB,1,1,1,0.0,0.0,0.94,0,1,0.0,0,0,0,0,Andrew Quam,1,SLOB,,,0,SLOB,4G-1W,Early clock (0-9 sec used),,,RORA M2M-SLOB,GUS@AU,Defense
Opponent,Aurora Spartans,Series,BLOB,7,1,7,9.0,1.29,0.94,3,6,50.0,1,1,0,1,Andrew Quam,3,BLOB,,,0,BLOB,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,RORA M2M- BLOB | RORA M2M-BLOB | RORA M2M D- BLOB,GUS@AU,Defense
Opponent,Aurora Spartans,Series,Motion / no set,21,1,18,19.0,1.06,0.94,7,12,58.3,1,2,4,4,Jake Schmitt,8,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,RORA M2M RJ PRESS | RORA M2M RJ PRES,GUS@AU,Defense
Opponent,Aurora Spartans,Series,SLOB,1,1,1,0.0,0.0,0.94,0,1,0.0,0,0,0,0,Andrew Quam,1,SLOB,,,0,SLOB,4G-1W,Early clock (0-9 sec used),,,RORA M2M-SLOB,GUS@AU,Defense
Opponent,Aurora Spartans,Primary action,Reject,21,1,18,19.0,1.06,0.94,7,12,58.3,1,2,4,4,Jake Schmitt,8,Motion / no set,,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,RORA M2M RJ PRESS | RORA M2M RJ PRES,GUS@AU,Defense
Opponent,Aurora Spartans,Situation,BLOB,7,1,7,9.0,1.29,0.94,3,6,50.0,1,1,0,1,Andrew Quam,3,BLOB,,,0,BLOB,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,RORA M2M- BLOB | RORA M2M-BLOB | RORA M2M D- BLOB,GUS@AU,Defense
Opponent,Aurora Spartans,Situation,Half court,396,4,331,308.0,0.93,0.94,90,202,44.6,31,92,76,53,Ryan Tucker,23,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Ryan Tucker | Max Briggs | Jakeem Cole,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Situation,SLOB,1,1,1,0.0,0.0,0.94,0,1,0.0,0,0,0,0,Andrew Quam,1,SLOB,,,0,SLOB,4G-1W,Early clock (0-9 sec used),,,RORA M2M-SLOB,GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Cut,6,4,6,6.0,1.0,0.94,3,6,50.0,0,0,0,0,Eli Ehrke,1,Motion / no set,Reject,,0,Half court,4G-1W,Early clock (0-9 sec used),,,RORA M2M D | RORA M2M RJ PRES | Blue Smaller,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Hand Off,17,4,17,16.0,0.94,0.94,7,15,46.7,2,8,2,0,Jake Schmitt,5,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,Tyler DiSilvio | RORA M2M RJ PRESS | RORA M2M D,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,ISO,10,4,10,10.0,1.0,0.94,2,5,40.0,0,0,2,3,Myles Barnette,3,Motion / no set,Reject,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,RORA M2M D | RORA M2M RJ PRESS | RORA M2MRJ PRESS,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,No Play Type,35,4,34,13.0,0.38,0.94,1,3,33.3,0,0,23,9,Hudson Parker,5,Motion / no set,Reject,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Hudson Parker | Ryan Sammons | Alejandro Diaz,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Non Possession,98,4,36,41.0,1.14,0.94,0,0,,0,0,22,17,Ryan Sammons,10,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Ryan Sammons | Jakeem Cole | Ryan Tucker,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Off Screen,10,4,10,6.0,0.6,0.94,2,7,28.6,2,6,3,0,Tyler Swierczek,5,,,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,Tyler Swierczek | RORA M2M R/J PRESS | Jack Brockmann,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Offensive Rebound,7,2,7,8.0,1.14,0.94,2,3,66.7,0,0,0,2,Noah Mason,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Noah Mason | Ryan Tucker | Justin Sveiteris,AU@BEN AU@NCC,Defense
Opponent,Aurora Spartans,Finish type,P&R Ball Handler,73,4,72,60.0,0.83,0.94,22,60,36.7,8,31,4,9,Max Briggs,9,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,Max Briggs | Elliot Whitney | Alejandro Diaz,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Post-Up,24,3,24,17.0,0.71,0.94,5,18,27.8,0,1,2,2,Aidan Werth,7,BLOB,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Aidan Werth | Tyler DiSilvio | Tyler Swierczek,AU@BEN AU@NCC GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Spot-Up,39,4,39,39.0,1.0,0.94,14,34,41.2,10,24,4,1,Tyler Swierczek,5,BLOB,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,Tyler Swierczek | Max Briggs | RORA M2M- BLOB,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Finish type,Transition,85,4,84,101.0,1.2,0.94,35,58,60.3,10,23,14,11,Ryan Tucker,8,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Ryan Tucker | Jakeem Cole | Jack Brockmann,AU@BEN AU@NCC BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Adam Awender, Alex Ross, Bryden Gryzmala, Gevon Grant, Jeffery Hillmer",1,1,1,3.0,3.0,0.94,1,1,100.0,1,1,0,0,Jake Schmitt,1,,,,0,Half court,5G,Early clock (0-9 sec used),,,RORA M2M D,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Zerrick Johnson",1,1,1,0.0,0.0,0.94,0,0,,0,0,1,0,Jake Schmitt,1,,,,0,Half court,4G-1B,Organized offense (10-19 sec used),,,RORA M2M D,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Devon Richardson, Juan Madrigal, Robert Hutson",3,1,3,2.0,0.67,0.94,1,3,33.3,0,1,0,0,Myles Barnette,2,BLOB,,,0,BLOB,4G-1B,Early clock (0-9 sec used),,,RORA M2M- BLOB | RORA M2M TRAN,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Gevon Grant, Isaiah Thompson, Larry Carthan",1,1,1,0.0,0.0,0.94,0,1,0.0,0,1,0,0,Elliot Whitney,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,Elliot Whitney,BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Gevon Grant, Juan Madrigal, Larry Carthan",2,1,2,2.0,1.0,0.94,1,1,100.0,0,0,1,0,Elliot Whitney,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Elliot Whitney | Blue Smaller,BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Jeffery Hillmer, Juan Madrigal, Larry Carthan",4,1,4,6.0,1.5,0.94,2,3,66.7,2,2,1,0,Elliot Whitney,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Elliot Whitney | Rysley Borman | Cooper Mensink,BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Devon Richardson, Gevon Grant, Jeffery Hillmer, Zerrick Johnson",8,2,8,6.0,0.75,0.94,2,6,33.3,1,3,1,0,Tyler Swierczek,3,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Tyler Swierczek | Amory Peterson | Tyler DiSilvio,AU@NCC BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Devon Richardson, Gevon Grant, Robert Hutson, Zerrick Johnson",1,1,1,0.0,0.0,0.94,0,1,0.0,0,1,0,0,Tyler Swierczek,1,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Tyler Swierczek,AU@NCC,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Devon Richardson, Juan Madrigal, Robert Hutson, Zerrick Johnson",1,1,1,0.0,0.0,0.94,0,1,0.0,0,1,0,0,Jake Schmitt,1,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,RORA M2M R/J PRESS,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Isaiah Thompson, Juan Madrigal, Larry Carthan",4,1,4,4.0,1.0,0.94,2,2,100.0,0,0,2,0,Jack Brockmann,3,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,Jack Brockmann | Amory Peterson,BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan",4,1,4,2.0,0.5,0.94,1,4,25.0,0,2,0,0,Will Walter,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Will Walter | Eli Rogers,BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Juan Madrigal, Larry Carthan, Robert Hutson",1,1,1,0.0,0.0,0.94,0,0,,0,0,0,0,Jakeem Cole,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Jakeem Cole,AU@BEN,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Larry Carthan, Robert Hutson, Zerrick Johnson",2,1,2,0.0,0.0,0.94,0,2,0.0,0,2,0,0,Ethan Marlowe,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Ethan Marlowe,AU@NCC,Defense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Juan Madrigal, Larry Carthan, Robert Hutson, Zerrick Johnson",7,1,7,10.0,1.43,0.94,0,0,,0,0,0,4,Ryan Tucker,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Ryan Tucker | Aidan Werth | Hudson Parker,AU@BEN,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Isaiah Thompson, Juan Madrigal",2,1,2,0.0,0.0,0.94,0,2,0.0,0,0,0,0,Myles Barnette,1,Motion / no set,Reject,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,RORA M2M D | RORA M2M RJ PRES,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Jeffery Hillmer, Juan Madrigal",11,2,11,7.0,0.64,0.94,1,5,20.0,0,2,2,1,Sean Molloy,4,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Sean Molloy | RORA M2M PRESS | RORA M2M D- TRAN,AU@NCC GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Jeffery Hillmer, Robert Hutson",2,1,2,2.0,1.0,0.94,1,1,100.0,0,0,1,0,Jack Brockmann,1,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Jack Brockmann | Blue Smaller,BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Juan Madrigal, Robert Hutson",6,2,6,6.0,1.0,0.94,1,2,50.0,0,0,2,1,Jakeem Cole,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Jakeem Cole | Max Briggs | Rysley Borman,AU@BEN BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Robert Hutson, Zerrick Johnson",4,1,4,2.0,0.5,0.94,1,3,33.3,0,1,1,0,Tre Davis,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Tre Davis | Sean Molloy | Justin Sveiteris,AU@NCC,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal",6,2,6,6.0,1.0,0.94,2,4,50.0,2,3,2,0,Andrew Quam,2,,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,RORA M2M R/J PRESS | RORA M2M D | RORA M2M D- TRAN,BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Jeffery Hillmer, Zerrick Johnson",5,2,5,2.0,0.4,0.94,0,2,0.0,0,2,2,1,Ricky Wengert,2,Motion / no set,Reject,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,Ricky Wengert | RORA M2M RJ PRESS | RORA M2M TRAN,BLC@AU GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Juan Madrigal, Robert Hutson",1,1,1,2.0,2.0,0.94,0,0,,0,0,0,0,Myles Barnette,1,,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,RORA M2M R/J PRESS,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Juan Madrigal, Zerrick Johnson",4,1,4,3.0,0.75,0.94,1,4,25.0,1,3,0,0,Alejandro Diaz,2,,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,Alejandro Diaz | Tyler Swierczek,AU@NCC,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Robert Hutson",3,1,3,5.0,1.67,0.94,2,3,66.7,1,2,0,0,Jake Schmitt,2,Motion / no set,Reject,,0,Half court,4G-1B,Early clock (0-9 sec used),,,RORA M2M RJ PRESS | RORA M2M R/J PRES,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",31,3,31,30.0,0.97,0.94,10,23,43.5,4,8,1,3,Max Briggs,4,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Max Briggs | Ryan Sammons | Elliot Whitney,AU@BEN AU@NCC BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Mekhi Doby, Robert Hutson",1,1,1,0.0,0.0,0.94,0,0,,0,0,0,1,Hudson Parker,1,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Hudson Parker,AU@BEN,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Robert Hutson, Zerrick Johnson",12,2,12,15.0,1.25,0.94,4,6,66.7,3,5,2,2,Elliot Whitney,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Elliot Whitney | Max Briggs | Tyler DiSilvio,AU@NCC BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Juan Madrigal, Robert Hutson, Zerrick Johnson",3,1,3,2.0,0.67,0.94,1,2,50.0,0,1,0,1,Ethan Marlowe,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Ethan Marlowe | Tyler Swierczek,AU@NCC,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Isaiah Thompson, Juan Madrigal, Larry Carthan",1,1,1,0.0,0.0,0.94,0,1,0.0,0,0,0,0,Isaac Matti,1,Motion / no set,Reject,,0,Half court,3G-2W,Early clock (0-9 sec used),,,RORA M2M RJ PRESS,GUS@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan",2,1,2,0.0,0.0,0.94,0,1,0.0,0,0,1,0,Sean Molloy,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Sean Molloy | Tyler Swierczek,AU@NCC,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",2,1,2,0.0,0.0,0.94,0,2,0.0,0,2,0,0,Cooper Mensink,1,,,,0,Half court,5G,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,Cooper Mensink | Max Briggs,BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Juan Madrigal, Larry Carthan, Robert Hutson",7,2,7,5.0,0.71,0.94,2,6,33.3,1,5,1,0,Amory Peterson,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,Amory Peterson | Rysley Borman | Jack Brockmann,AU@NCC BLC@AU,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Larry Carthan, Mekhi Doby, Zerrick Johnson",2,1,2,2.0,1.0,0.94,1,2,50.0,0,0,0,0,Nathan LaPlant,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Nathan LaPlant | Ryan Sammons,AU@BEN,Defense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Larry Carthan",1,1,1,0.0,0.0,0.94,0,1,0.0,0,0,0,0,Jake Schmitt,1,Motion / no set,Reject,,0,Half court,3G-2W,Early clock (0-9 sec used),,,RORA M2M RJ PRESS,GUS@AU,Defense
